date,proba,signal_bin,exposition,ret_bh,ret_bin,ret_dyn,cumul_bh,cumul_bin,cumul_dyn
2024-08-02,0.52477512364507,0,0.5,-0.02996879838863975,-0.0,-0.014984399194319875,0.9700312016113602,1.0,0.9850156008056801
2024-08-05,0.5907687329654032,0,0.8,0.010354085880061037,0.0,0.00828326870404883,0.980074987979183,1.0,0.9931747497048337
2024-08-06,0.6025025405610848,1,0.8,-0.007734647858502863,-0.007734647858502863,-0.006187718286802291,0.9724944530722376,0.9922653521414971,0.9870292641440948
2024-08-07,0.6050044374135559,1,0.8,0.023042611519136447,0.023042611519136447,0.018434089215309157,0.9949032649588962,1.0151297371747927,1.005224249657448
2024-08-08,0.5976642969288151,0,0.8,0.004671676849538509,0.0,0.0037373414796308072,0.9995511315093351,1.0151297371747927,1.0089811159420237
2024-08-09,0.5454779461089859,0,0.5,4.303397765514916e-05,0.0,2.151698882757458e-05,0.9995941461703937,1.0151297371747927,1.0090028261774227
2024-08-12,0.5555950694258047,0,0.5,0.034529672112560306,0.0,0.017264836056280153,1.0341098042832921,1.0151297371747927,1.0264230945516992
2024-09-03,0.461212053660994,0,0.3,-0.0016025435809103872,-0.0,-0.00048076307427311613,1.0324525982544814,1.0151297371747927,1.0259296282292576
2024-09-04,0.3966194542138904,-1,0.0,-0.020226175736744678,0.020226175736744678,-0.0,1.0115700305623276,1.0356619296344856,1.0259296282292576
2024-09-06,0.5291233286647972,0,0.5,0.05390114372446608,0.0,0.02695057186223304,1.0660948121670302,1.0356619296344856,1.053579018400444
2024-10-03,0.5791933942125183,0,0.5,-0.0007017617801448051,-0.0,-0.00035088089007240253,1.0653466675738408,1.0356619296344856,1.0532093376567062
2024-10-07,0.5863061666395906,0,0.8,0.009689347495581924,0.0,0.007751477996465539,1.0756691816392239,1.0356619296344856,1.0613732666632243
2024-10-08,0.663138493390929,1,0.8,0.007113411987488272,0.007113411987488272,0.005690729589990617,1.083320859690468,1.0430290196197327,1.0674132549178497
2024-10-09,0.6833454793673603,1,0.8,-0.002070122839989974,-0.002070122839989974,-0.0016560982719919792,1.0810782524357851,1.0408698214234455,1.065645513670879
2024-10-10,0.6933741149920021,1,0.8,0.006051847587953629,0.006051847587953629,0.004841478070362904,1.0876207732501777,1.0471690069416006,1.0708048130560972
2024-10-11,0.6874675412936199,1,0.8,3.95493191345242e-05,3.95493191345242e-05,3.163945530761936e-05,1.0876637879112363,1.047210421762844,1.0708386927371232
2024-10-15,0.6340225375219701,1,0.8,-0.0012277436821831467,-0.0012277436821831467,-0.0009821949457465174,1.086328415567289,1.0459247157836082,1.069786920385407
