Date,Open,High,Low,Close,Volume,rendement,vol_20j,vol_5j,MA_20,MA_50,MA_ratio,RSI,MACD,MACD_signal
2018-03-14,16.59000015258789,17.59000015258789,14.9399995803833,17.229999542236328,0,0.05382257738439855,0.09579452846657797,0.08386030500577117,18.268499994277953,16.731799964904784,1.0918430792022629,46.27686147394325,-0.7194023714380116,-0.2583010049879191
2018-03-15,16.989999771118164,17.40999984741211,15.960000038146973,16.59000015258789,0,-0.03714448094322875,0.08173283241182307,0.07872552433995067,18.134999990463257,16.86819995880127,1.0750998941651158,50.27144517308675,-0.740188147682801,-0.35467953397516044
2018-03-16,16.600000381469727,16.719999313354492,15.229999542236328,15.800000190734863,0,-0.0476190448816719,0.0823061584955036,0.05597552819634034,17.96850004196167,17.001199970245363,1.0568959881307922,50.0,-0.8099614103910646,-0.4457367410099486
2018-03-19,16.6299991607666,21.8700008392334,16.559999465942383,19.020000457763672,0,0.20379748279477994,0.09475032283060655,0.10080670400195925,17.94650011062622,17.19719997406006,1.0435710544563297,51.13456563172605,-0.6025294703389257,-0.47709551603024913
2018-03-20,18.3799991607666,19.309999465942383,18.09000015258789,18.200000762939453,0,-0.04311249606145551,0.09433736518867518,0.10789990031496306,17.826500129699706,17.376799983978273,1.0258793417738632,45.54294992389667,-0.497626989453277,-0.4812018347204207
2018-03-21,17.760000228881836,18.3700008392334,16.260000228881836,17.860000610351562,0,-0.018681326282152133,0.09422337543529992,0.108089190670686,17.7185001373291,17.543599987030028,1.0099694561223682,35.797907040068324,-0.43652912208349903,-0.47226725040772566
2018-03-22,18.1299991607666,23.809999465942383,18.1200008392334,23.34000015258789,0,0.30683087093850103,0.11537395023213615,0.16428563291973308,17.949500179290773,17.808799991607668,1.007900599015622,59.95751565332725,0.0480108779937396,-0.36821123540765965
2018-03-23,24.020000457763672,26.01000022888184,21.6299991607666,24.8700008392334,0,0.06555272821949254,0.11122500924634554,0.14938589812131706,18.368500232696533,18.10980001449585,1.0142850952519413,65.74359460914755,0.5476637538732554,-0.18503568927861022
2018-03-26,23.40999984741211,24.540000915527344,20.709999084472656,21.030000686645508,0,-0.15440289597940582,0.11751855786989217,0.17292441177002893,18.630000257492064,18.332800025939942,1.016211393302256,55.81192894233489,0.6297696182371233,-0.022074237560310284
2018-03-27,20.32999992370605,24.059999465942383,19.84000015258789,22.5,0,0.06990010772029942,0.11237279659568977,0.1680951682322483,18.82550024986267,18.5796000289917,1.013234957721763,59.941275419482714,0.8030028726098877,0.14294150058108288
